import_file_id,import_id,store_id,filename,label,customer_groups,is_visible,include_in_order,product_ids,category_ids,product_skus,link
,,0,datablad_192073315,datablad_192073315,,1,,,,192073315,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-10/datablad_192073315.pdf
,,0,192858110_monteringsvejledning,192858110_monteringsvejledning,,1,,,,192858110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/192858110_monteringsvejledning.pdf
,,0,192881110_monteringsvejledning,192881110_monteringsvejledning,,1,,,,192881110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/192881110_monteringsvejledning.pdf
,,0,varammeaftale,varammeaftale,,1,,,,153453126,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/varammeaftale.pdf
,,0,2-varammeaftale,2-varammeaftale,,1,,,,153453127,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/2-varammeaftale.pdf
,,0,195068110_godkendelse,195068110_godkendelse,,1,,,,195068110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/195068110_godkendelse_0.pdf
,,0,monteringvinyl,monteringvinyl,,1,,,,153479700,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/monteringvinyl.pdf
,,0,datablad_purus_maxiflex-153872941,datablad_purus_maxiflex-153872941,,1,,,,153872941,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2021-10/datablad_purus_maxiflex-153872941.pdf
,,0,153453526_maltegning,153453526_maltegning,,1,,,,153453526,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/153453526_maltegning.pdf
,,0,192881075_monteringsvejledning,192881075_monteringsvejledning,,1,,,,192881075,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/192881075_monteringsvejledning.pdf
,,0,beholdersamling,beholdersamling,,1,,,,225600100,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/beholdersamling.pdf
,,0,filtersystem,filtersystem,,1,,,,225600110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/filtersystem.pdf
,,0,339231065_datablad,339231065_datablad,,1,,,,339231065,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/339231065_datablad.pdf
,,0,317900090_draftbooster_brochure,317900090_draftbooster_brochure,,1,,,,317900090,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-07/317900090_draftbooster_brochure.pdf
,,0,317900090_draftbooster_manual,317900090_draftbooster_manual,,1,,,,317900095,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-07/317900090_draftbooster_manual.pdf
,,0,pladevg,pladevg,,1,,,,087672415,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/pladevg.pdf
,,0,model1,model1,,1,,,,087266415,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/model1.pdf
,,0,septiclean_samletank_installationsvejledning_v4,septiclean_samletank_installationsvejledning_v4,,1,,,,223275300,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-06/septiclean_samletank_installationsvejledning_v4.pdf
,,0,223275750_septiclean-pumpebroend-flygt-brochure,223275750_septiclean-pumpebroend-flygt-brochure,,1,,,,223275750,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2021-03/223275750_septiclean-pumpebroend-flygt-brochure.pdf
,,0,duco_topringe_datablad,duco_topringe_datablad,,1,,,,222044690,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-10/duco_topringe_datablad.pdf
,,0,unidrain_hjorneaflob_montagevejledning,unidrain_hjorneaflob_montagevejledning,,1,,,,"155030020, 155039510, 155039620, 155032010, 155032012, 155032110, 155032112, 155032213",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-06/unidrain_hjorneaflob_montagevejledning.pdf
,,0,unidrain_3500.0910,unidrain_3500.0910,,1,,,,155046910,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/unidrain_3500.0910.pdf
,,0,unidrain_26010200,unidrain_26010200,,1,,,,155036220,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-04/unidrain_26010200_0.pdf
,,0,datablad_155032313,datablad_155032313,,1,,,,155032313,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2020-02/datablad_155032313.pdf
,,0,data-vandlaas,data-vandlaas,,1,,,,170471075,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/data-vandlaas.pdf
,,0,geberit152768111,geberit152768111,,1,,,,188957040,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/geberit152768111.pdf
,,0,223190601_datablad,223190601_datablad,,1,,,,223190601,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2021-03/223190601_datablad.pdf
,,0,195063195_godkendelse,195063195_godkendelse,,1,,,,195063195,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/195063195_godkendelse.pdf
,,0,222727037_datablad,222727037_datablad,,1,,,,222727037,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-12/222727037_datablad.pdf
